PotentialFraud,Total_Claims,Total_Cost,Total_Patients,AvgCost_PerClaim,Cost_PerPatient,Claims_PerPatient,Inp_Claims,Inp_TotalCost,Inp_AvgCost,Inp_MaxCost,Inp_AvgLengthOfStay,Out_Claims,Out_TotalCost,Out_AvgCost,Inp_Out_ClaimRatio,Inp_Out_CostRatio,Inp_AvgAge,Out_AvgAge,Inp_AvgChronicConditions,Out_AvgChronicConditions,Inp_NumUniquePatients,Out_NumUniquePatients,Has_HighInpatientCost,Has_ExtremeTotalCost
0,142.0,48050.0,128.0,338.38028169014086,375.390625,1.109375,0.0,0.0,0.0,0.0,0.0,142.0,48050.0,338.38028169014086,0.0,0.0,0.0,89.07855896501529,0.0,17.929577464788732,0.0,128.0,0,0
0,23.0,4480.0,20.0,194.7826086956522,224.0,1.15,0.0,0.0,0.0,0.0,0.0,23.0,4480.0,194.7826086956522,0.0,0.0,0.0,90.55739070916287,0.0,17.73913043478261,0.0,20.0,0,0
0,59.0,21330.0,39.0,361.52542372881356,546.9230769230769,1.5128205128205128,0.0,0.0,0.0,0.0,0.0,59.0,21330.0,361.52542372881356,0.0,0.0,0.0,85.57741969164375,0.0,17.491525423728813,0.0,39.0,0,0
0,31.0,8390.0,29.0,270.64516129032256,289.3103448275862,1.0689655172413792,0.0,0.0,0.0,0.0,0.0,31.0,8390.0,270.64516129032256,0.0,0.0,0.0,87.84747521582655,0.0,17.516129032258064,0.0,29.0,0,0
0,38.0,109370.0,26.0,2878.157894736842,4206.538461538462,1.4615384615384615,8.0,101000.0,12625.0,38000.0,4.5,30.0,8370.0,279.0,0.25806451612903225,12.065464102257796,91.50308008213553,87.75395847592972,16.125,17.1,7.0,19.0,0,0
0,11.0,2530.0,11.0,230.0,230.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,2530.0,230.0,0.0,0.0,0.0,86.98151950718686,0.0,18.09090909090909,0.0,11.0,0,0
0,38.0,27700.0,34.0,728.9473684210526,814.7058823529412,1.1176470588235294,4.0,19000.0,4750.0,7000.0,4.75,34.0,8700.0,255.88235294117646,0.11428571428571428,2.183657050913688,83.58590006844626,87.08177316100978,16.0,17.205882352941178,4.0,30.0,0,0
0,71.0,21720.0,65.0,305.9154929577465,334.15384615384613,1.0923076923076922,0.0,0.0,0.0,0.0,0.0,71.0,21720.0,305.9154929577465,0.0,0.0,0.0,87.12947913352806,0.0,17.338028169014084,0.0,65.0,0,0
1,46.0,30800.0,38.0,669.5652173913044,810.5263157894736,1.2105263157894737,2.0,14000.0,7000.0,9000.0,9.0,44.0,16800.0,381.8181818181818,0.044444444444444446,0.8332837331111244,90.02464065708419,87.92203347644826,16.0,17.931818181818183,2.0,36.0,0,0
0,1.0,8000.0,1.0,8000.0,8000.0,1.0,1.0,8000.0,8000.0,8000.0,5.0,0.0,0.0,0.0,1.0,8000.0,84.56673511293634,0.0,18.0,0.0,1.0,0.0,0,0
0,57.0,15130.0,40.0,265.43859649122805,378.25,1.425,0.0,0.0,0.0,0.0,0.0,57.0,15130.0,265.43859649122805,0.0,0.0,0.0,86.78890930268862,0.0,18.54385964912281,0.0,40.0,0,0
0,22.0,21640.0,22.0,983.6363636363636,983.6363636363636,1.0,2.0,16700.0,8350.0,16000.0,5.5,20.0,4940.0,247.0,0.09523809523809523,3.3798826148552923,70.98015058179328,86.65653661875427,18.0,17.25,2.0,20.0,0,0
0,22.0,14700.0,21.0,668.1818181818181,700.0,1.0476190476190477,2.0,8000.0,4000.0,5000.0,3.0,20.0,6700.0,335.0,0.09523809523809523,1.1938516639307566,99.69062286105407,92.54442162902122,16.5,16.45,2.0,19.0,0,0
0,5.0,6830.0,4.0,1366.0,1707.5,1.25,0.0,0.0,0.0,0.0,0.0,5.0,6830.0,1366.0,0.0,0.0,0.0,94.61409993155374,0.0,18.8,0.0,4.0,0,0
0,83.0,107030.0,76.0,1289.5180722891566,1408.2894736842106,1.0921052631578947,5.0,91000.0,18200.0,57000.0,7.4,78.0,16030.0,205.51282051282053,0.06329113924050633,5.676501777805502,90.1141683778234,89.84116955369521,15.8,17.58974358974359,5.0,71.0,1,0
1,96.0,421060.0,83.0,4386.041666666667,5073.012048192771,1.1566265060240963,25.0,401000.0,16040.0,57000.0,6.88,71.0,20060.0,282.53521126760563,0.3472222222222222,19.98903344798365,94.87726214921287,88.97602452497325,15.84,18.47887323943662,23.0,60.0,1,0
0,42.0,43710.0,42.0,1040.7142857142858,1040.7142857142858,1.0,5.0,35000.0,7000.0,14000.0,4.8,37.0,8710.0,235.40540540540542,0.13157894736842105,4.017908391688669,91.88008213552362,87.33277836357918,15.4,17.756756756756758,5.0,37.0,0,0
0,145.0,54940.0,67.0,378.8965517241379,820.0,2.1641791044776117,1.0,3000.0,3000.0,3000.0,8.0,144.0,51940.0,360.69444444444446,0.006896551724137931,0.0577578406268651,100.64887063655031,93.32034755494715,17.0,17.944444444444443,1.0,66.0,0,0
0,397.0,153380.0,167.0,386.3476070528967,918.443113772455,2.377245508982036,3.0,45000.0,15000.0,25000.0,4.333333333333333,394.0,108380.0,275.0761421319797,0.007594936708860759,0.41520192653693916,90.62286105407254,89.20511991994913,17.666666666666668,17.258883248730964,3.0,164.0,0,0
0,149.0,51110.0,115.0,343.02013422818794,444.4347826086956,1.2956521739130435,0.0,0.0,0.0,0.0,0.0,149.0,51110.0,343.02013422818794,0.0,0.0,0.0,85.8693273431363,0.0,17.530201342281877,0.0,115.0,0,0
1,303.0,360320.0,232.0,1189.1749174917493,1553.103448275862,1.3060344827586208,36.0,280000.0,7777.777777777777,37000.0,5.305555555555555,267.0,80320.0,300.8239700374532,0.13432835820895522,3.4860123753439325,88.07415012548482,89.53108409149753,16.75,17.370786516853933,34.0,198.0,0,0
0,28.0,76570.0,26.0,2734.6428571428573,2945.0,1.0769230769230769,10.0,75000.0,7500.0,11000.0,5.6,18.0,1570.0,87.22222222222223,0.5263157894736842,47.740292807129215,96.58179329226557,88.922199406799,17.0,17.666666666666668,10.0,16.0,0,0
0,24.0,24790.0,21.0,1032.9166666666667,1180.4761904761904,1.1428571428571428,2.0,19000.0,9500.0,15000.0,2.0,22.0,5790.0,263.1818181818182,0.08695652173913043,3.280953203246417,70.85694729637234,86.30663928815879,19.5,18.0,2.0,19.0,0,0
1,58.0,334520.0,50.0,5767.586206896552,6690.4,1.16,12.0,326000.0,27166.666666666668,83000.0,6.583333333333333,46.0,8520.0,185.2173913043478,0.2553191489361702,38.258420373195634,95.14122746976956,81.58723923459215,16.75,17.695652173913043,11.0,39.0,1,0
0,261.0,143260.0,215.0,548.8888888888889,666.3255813953489,1.213953488372093,9.0,77000.0,8555.555555555555,19000.0,3.0,252.0,66260.0,262.93650793650795,0.03557312252964427,1.1620712032719096,88.95398889649402,87.08990363199808,17.555555555555557,17.71825396825397,9.0,206.0,0,0
0,99.0,125410.0,71.0,1266.7676767676767,1766.338028169014,1.3943661971830985,10.0,101000.0,10100.0,22000.0,4.1,89.0,24410.0,274.2696629213483,0.1111111111111111,4.137479005366433,87.1813826146475,86.34959893562205,16.2,18.235955056179776,10.0,61.0,0,0
0,24.0,8550.0,24.0,356.25,356.25,1.0,0.0,0.0,0.0,0.0,0.0,24.0,8550.0,356.25,0.0,0.0,0.0,84.88786219484372,0.0,17.125,0.0,24.0,0,0
0,212.0,119170.0,162.0,562.122641509434,735.6172839506173,1.308641975308642,12.0,72000.0,6000.0,14000.0,4.25,200.0,47170.0,235.85,0.05970149253731343,1.5263615356893006,92.44718229523158,88.49292265571526,16.916666666666668,17.605,12.0,150.0,0,0
0,39.0,41170.0,39.0,1055.6410256410256,1055.6410256410256,1.0,5.0,31000.0,6200.0,15000.0,2.6,34.0,10170.0,299.11764705882354,0.14285714285714285,3.0478812309507424,92.46433949349759,88.96936022869106,16.6,17.5,5.0,34.0,0,0
0,17.0,8550.0,13.0,502.94117647058823,657.6923076923077,1.3076923076923077,0.0,0.0,0.0,0.0,0.0,17.0,8550.0,502.94117647058823,0.0,0.0,0.0,93.1593992833273,0.0,17.529411764705884,0.0,13.0,0,0
0,29.0,10230.0,27.0,352.7586206896552,378.8888888888889,1.0740740740740742,0.0,0.0,0.0,0.0,0.0,29.0,10230.0,352.7586206896552,0.0,0.0,0.0,92.08194670631829,0.0,17.24137931034483,0.0,27.0,0,0
1,33.0,204350.0,30.0,6192.424242424242,6811.666666666667,1.1,16.0,199000.0,12437.5,56000.0,5.9375,17.0,5350.0,314.70588235294116,0.8888888888888888,37.1893104092693,88.6172142368241,85.09014776341749,15.0625,17.470588235294116,13.0,17.0,1,0
0,23.0,78270.0,23.0,3403.0434782608695,3403.0434782608695,1.0,9.0,76000.0,8444.444444444445,16000.0,6.666666666666667,14.0,2270.0,162.14285714285714,0.6,33.46543372963452,85.90797779298806,87.90437078322088,16.88888888888889,18.357142857142858,9.0,14.0,0,0
0,200.0,124080.0,131.0,620.4,947.175572519084,1.5267175572519085,6.0,79000.0,13166.666666666666,48000.0,6.0,194.0,45080.0,232.37113402061857,0.03076923076923077,1.7524012333355516,84.8414328085786,88.81981695915098,16.833333333333332,17.4020618556701,6.0,125.0,0,0
0,34.0,5470.0,31.0,160.88235294117646,176.4516129032258,1.096774193548387,0.0,0.0,0.0,0.0,0.0,34.0,5470.0,160.88235294117646,0.0,0.0,0.0,89.02331199420219,0.0,18.147058823529413,0.0,31.0,0,0
0,90.0,18100.0,81.0,201.11111111111111,223.45679012345678,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,90.0,18100.0,201.11111111111111,0.0,0.0,0.0,91.19723172864857,0.0,17.288888888888888,0.0,81.0,0,0
1,110.0,215580.0,86.0,1959.8181818181818,2506.7441860465115,1.2790697674418605,20.0,191000.0,9550.0,45000.0,5.65,90.0,24580.0,273.1111111111111,0.21978021978021978,7.770229038688418,87.53949349760438,89.08972545440717,16.3,17.844444444444445,19.0,67.0,0,0
0,139.0,446170.0,116.0,3209.856115107914,3846.293103448276,1.1982758620689655,31.0,413000.0,13322.58064516129,57000.0,4.838709677419355,108.0,33170.0,307.1296296296296,0.28440366972477066,12.450634590455518,90.72080545803801,91.2113722209547,16.258064516129032,17.962962962962962,30.0,86.0,1,0
0,228.0,230900.0,197.0,1012.719298245614,1172.0812182741117,1.1573604060913705,18.0,177000.0,9833.333333333334,41000.0,5.166666666666667,210.0,53900.0,256.6666666666667,0.08530805687203792,3.283798074247231,88.3752376606586,87.38635637691078,16.833333333333332,17.676190476190477,18.0,179.0,0,0
0,7.0,5830.0,7.0,832.8571428571429,832.8571428571429,1.0,0.0,0.0,0.0,0.0,0.0,7.0,5830.0,832.8571428571429,0.0,0.0,0.0,88.23154395228316,0.0,17.714285714285715,0.0,7.0,0,0
0,44.0,9270.0,44.0,210.6818181818182,210.6818181818182,1.0,0.0,0.0,0.0,0.0,0.0,44.0,9270.0,210.6818181818182,0.0,0.0,0.0,85.43052703627653,0.0,17.5,0.0,44.0,0,0
0,9.0,13710.0,9.0,1523.3333333333333,1523.3333333333333,1.0,2.0,11000.0,5500.0,11000.0,6.0,7.0,2710.0,387.14285714285717,0.25,4.057543341940243,99.60848733744011,89.96968808057103,16.5,17.571428571428573,2.0,7.0,0,0
0,5.0,3200.0,5.0,640.0,640.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3200.0,640.0,0.0,0.0,0.0,101.4466803559206,0.0,17.2,0.0,5.0,0,0
0,125.0,44420.0,71.0,355.36,625.6338028169014,1.7605633802816902,0.0,0.0,0.0,0.0,0.0,125.0,44420.0,355.36,0.0,0.0,0.0,87.25020123203285,0.0,18.08,0.0,71.0,0,0
0,4.0,300.0,4.0,75.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,300.0,75.0,0.0,0.0,0.0,98.35660506502396,0.0,16.0,0.0,4.0,0,0
0,5.0,78000.0,5.0,15600.0,15600.0,1.0,5.0,78000.0,15600.0,33000.0,6.0,0.0,0.0,0.0,5.0,78000.0,87.06584531143054,0.0,18.4,0.0,5.0,0.0,0,0
0,3.0,16600.0,3.0,5533.333333333333,5533.333333333333,1.0,3.0,16600.0,5533.333333333333,13000.0,3.3333333333333335,0.0,0.0,0.0,3.0,16600.0,73.59342915811088,0.0,15.666666666666666,0.0,3.0,0.0,0,0
0,12.0,148000.0,11.0,12333.333333333334,13454.545454545454,1.0909090909090908,12.0,148000.0,12333.333333333334,47000.0,4.0,0.0,0.0,0.0,12.0,148000.0,96.30047912388774,0.0,17.25,0.0,11.0,0.0,0,0
1,6.0,440.0,4.0,73.33333333333333,110.0,1.5,0.0,0.0,0.0,0.0,0.0,6.0,440.0,73.33333333333333,0.0,0.0,0.0,93.28815879534567,0.0,14.833333333333334,0.0,4.0,0,0
0,12.0,1900.0,9.0,158.33333333333334,211.11111111111111,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,12.0,1900.0,158.33333333333334,0.0,0.0,0.0,95.31462468628793,0.0,17.0,0.0,9.0,0,0
0,12.0,6540.0,12.0,545.0,545.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6540.0,545.0,0.0,0.0,0.0,92.54255076431667,0.0,16.916666666666668,0.0,12.0,0,0
0,19.0,156000.0,19.0,8210.526315789473,8210.526315789473,1.0,19.0,156000.0,8210.526315789473,22000.0,5.2631578947368425,0.0,0.0,0.0,19.0,156000.0,88.41903526784105,0.0,16.05263157894737,0.0,19.0,0.0,0,0
0,3.0,18000.0,3.0,6000.0,6000.0,1.0,3.0,18000.0,6000.0,8000.0,6.333333333333333,0.0,0.0,0.0,3.0,18000.0,72.67442391056353,0.0,13.666666666666666,0.0,3.0,0.0,0,0
0,5.0,27000.0,5.0,5400.0,5400.0,1.0,5.0,27000.0,5400.0,9000.0,10.2,0.0,0.0,0.0,5.0,27000.0,84.13305954825462,0.0,16.4,0.0,5.0,0.0,0,0
0,132.0,54860.0,85.0,415.6060606060606,645.4117647058823,1.5529411764705883,0.0,0.0,0.0,0.0,0.0,132.0,54860.0,415.6060606060606,0.0,0.0,0.0,89.08933275257709,0.0,17.507575757575758,0.0,85.0,0,0
0,304.0,105250.0,195.0,346.2171052631579,539.7435897435897,1.558974358974359,0.0,0.0,0.0,0.0,0.0,304.0,105250.0,346.2171052631579,0.0,0.0,0.0,87.70572607082389,0.0,17.638157894736842,0.0,195.0,0,0
0,132.0,46390.0,78.0,351.43939393939394,594.7435897435897,1.6923076923076923,0.0,0.0,0.0,0.0,0.0,132.0,46390.0,351.43939393939394,0.0,0.0,0.0,87.80281251944496,0.0,17.742424242424242,0.0,78.0,0,0
0,262.0,76720.0,160.0,292.82442748091603,479.5,1.6375,0.0,0.0,0.0,0.0,0.0,262.0,76720.0,292.82442748091603,0.0,0.0,0.0,86.77049600033439,0.0,17.515267175572518,0.0,160.0,0,0
0,7.0,980.0,6.0,140.0,163.33333333333334,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,7.0,980.0,140.0,0.0,0.0,0.0,89.01652488510805,0.0,17.857142857142858,0.0,6.0,0,0
0,12.0,1950.0,10.0,162.5,195.0,1.2,0.0,0.0,0.0,0.0,0.0,12.0,1950.0,162.5,0.0,0.0,0.0,85.0164271047228,0.0,16.25,0.0,10.0,0,0
0,16.0,136000.0,16.0,8500.0,8500.0,1.0,16.0,136000.0,8500.0,22000.0,4.25,0.0,0.0,0.0,16.0,136000.0,83.56485284052019,0.0,16.9375,0.0,16.0,0.0,0,0
1,95.0,1080580.0,82.0,11374.526315789473,13177.80487804878,1.1585365853658536,94.0,985000.0,10478.72340425532,118000.0,5.9787234042553195,1.0,95580.0,95580.0,47.0,10.305395423776693,91.4558375930214,77.3990417522245,16.638297872340427,17.0,81.0,1.0,1,0
0,7.0,52000.0,7.0,7428.571428571428,7428.571428571428,1.0,7.0,52000.0,7428.571428571428,15000.0,4.142857142857143,0.0,0.0,0.0,7.0,52000.0,77.3865258629119,0.0,17.0,0.0,7.0,0.0,0,0
0,7.0,81080.0,7.0,11582.857142857143,11582.857142857143,1.0,6.0,81000.0,13500.0,45000.0,6.5,1.0,80.0,80.0,3.0,1000.0,84.27332877024868,73.06228610540725,18.0,15.0,6.0,1.0,0,0
0,7.0,1120.0,7.0,160.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1120.0,160.0,0.0,0.0,0.0,83.05348587073433,0.0,19.142857142857142,0.0,7.0,0,0
0,31.0,26910.0,30.0,868.0645161290323,897.0,1.0333333333333334,2.0,9000.0,4500.0,5000.0,2.5,29.0,17910.0,617.5862068965517,0.06666666666666667,0.5024845067277093,76.68993839835728,85.9958932238193,16.0,17.82758620689655,2.0,28.0,0,0
0,48.0,131310.0,32.0,2735.625,4103.4375,1.5,12.0,110000.0,9166.666666666666,30000.0,4.333333333333333,36.0,21310.0,591.9444444444445,0.32432432432432434,5.161653606118906,79.445813369838,89.56734352422238,17.416666666666668,17.72222222222222,12.0,20.0,0,0
1,20.0,177000.0,14.0,8850.0,12642.857142857143,1.4285714285714286,20.0,177000.0,8850.0,25000.0,6.5,0.0,0.0,0.0,20.0,177000.0,86.26392881587954,0.0,16.35,0.0,14.0,0.0,0,0
0,50.0,102220.0,40.0,2044.4,2555.5,1.25,5.0,90000.0,18000.0,29000.0,6.4,45.0,12220.0,271.55555555555554,0.10869565217391304,7.364372800916455,85.59835728952773,84.49786295535782,15.4,17.177777777777777,3.0,37.0,0,0
0,96.0,22920.0,65.0,238.75,352.61538461538464,1.476923076923077,0.0,0.0,0.0,0.0,0.0,96.0,22920.0,238.75,0.0,0.0,0.0,89.98733744010951,0.0,17.8125,0.0,65.0,0,0
0,7.0,4970.0,7.0,710.0,710.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4970.0,710.0,0.0,0.0,0.0,78.36120074313092,0.0,17.285714285714285,0.0,7.0,0,0
0,8.0,1160.0,8.0,145.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1160.0,145.0,0.0,0.0,0.0,90.78439425051334,0.0,17.875,0.0,8.0,0,0
0,8.0,5330.0,6.0,666.25,888.3333333333334,1.3333333333333333,1.0,4000.0,4000.0,4000.0,4.0,7.0,1330.0,190.0,0.125,3.005259203606311,86.5681040383299,91.087904566344,20.0,19.571428571428573,1.0,5.0,0,0
0,15.0,7610.0,12.0,507.3333333333333,634.1666666666666,1.25,0.0,0.0,0.0,0.0,0.0,15.0,7610.0,507.3333333333333,0.0,0.0,0.0,79.85963951631304,0.0,17.666666666666668,0.0,12.0,0,0
0,5.0,300.0,2.0,60.0,150.0,2.5,0.0,0.0,0.0,0.0,0.0,5.0,300.0,60.0,0.0,0.0,0.0,83.96605065023957,0.0,17.8,0.0,2.0,0,0
0,1.0,20000.0,1.0,20000.0,20000.0,1.0,1.0,20000.0,20000.0,20000.0,2.0,0.0,0.0,0.0,1.0,20000.0,87.40041067761807,0.0,20.0,0.0,1.0,0.0,0,0
0,55.0,16050.0,51.0,291.8181818181818,314.70588235294116,1.0784313725490196,1.0,6000.0,6000.0,6000.0,7.0,54.0,10050.0,186.11111111111111,0.01818181818181818,0.5969555268132524,101.64818617385353,88.22034628742364,17.0,17.166666666666668,1.0,50.0,0,0
0,26.0,13430.0,21.0,516.5384615384615,639.5238095238095,1.2380952380952381,1.0,6000.0,6000.0,6000.0,1.0,25.0,7430.0,297.2,0.038461538461538464,0.8074283407347598,58.483230663928815,90.18151950718686,21.0,17.96,1.0,20.0,0,0
0,43.0,52580.0,42.0,1222.7906976744187,1251.904761904762,1.0238095238095237,7.0,41300.0,5900.0,14000.0,3.857142857142857,36.0,11280.0,313.3333333333333,0.1891891891891892,3.661022958957539,95.11254522342817,89.86789869952088,16.428571428571427,17.86111111111111,7.0,35.0,0,0
